1746836665,0,-0.273275,0.0661349,0.296471,0.511489,-7.55346,2.02734
1746836665,2,0.182495,-0.388922,0.20269,-3.67288,1.42006,0.264309
1746836665,3,-0.454925,-0.104093,0.218382,4.95395,1.80146,-4.35408
1746836665,4,0.604903,-0.0615379,-0.071214,-0.848858,2.60484,-0.347332
1746836665,5,-0.502474,-0.439965,-0.0709811,-9.23905,5.91812,19.1525
1746836665,6,-0.370031,-0.00815752,0.611655,1.44031,1.61526,-2.36327
1746836665,0,-0.548114,0.211034,0.643385,0.265311,-1.74169,0.707874
1746836665,2,0.366981,-0.749832,0.320282,0.973976,-0.651384,0.620444
1746836665,3,-0.741508,-0.171194,0.403218,1.51233,-0.427591,2.66843
1746836665,4,0.939337,-0.0985262,-0.0862574,-0.186069,-0.465372,-0.0809945
1746836665,5,-0.713897,-0.613704,-0.101608,0.324654,2.28041,-3.35055
1746836665,6,-0.465444,4.35525e-05,0.823434,-0.179707,0.348325,2.7173
1746836665,0,-0.618341,0.248475,0.699141,-0.17268,0.377405,2.77749
1746836665,2,0.416155,-0.820353,0.347439,-0.357099,-0.237218,0.382817
1746836665,3,-0.808156,-0.19203,0.449528,0.454923,0.009178,-1.16108
1746836665,4,0.999489,-0.0948928,-0.0949534,0.331945,0.096013,-0.0962662
1746836665,5,-0.740254,-0.65687,-0.103244,-0.507345,0.315261,4.37384
1746836665,6,-0.488736,-0.0198941,0.863555,-0.164436,-0.262541,2.03313
1746836665,0,-0.645286,0.234834,0.717517,-0.219105,0.0347098,-1.88525
1746836665,2,0.428615,-0.844242,0.372149,-0.0528883,-0.0417406,-0.0997665
1746836665,3,-0.84749,-0.211372,0.473522,-0.0582036,0.0934774,-0.600309
1746836665,4,0.988487,-0.0953394,-0.116113,0.126083,0.142439,0.0100244
1746836665,5,-0.735378,-0.683302,-0.0941641,0.178046,0.0391502,-2.30902
1746836665,6,-0.504413,-0.0349712,0.877395,-0.133892,-0.0462944,1.48701
1746836665,0,-0.661765,0.219829,0.724331,-0.165349,0.0658639,-0.221863
1746836665,2,0.428389,-0.861598,0.390317,0.0534023,0.0443914,0.27225
1746836665,3,-0.868052,-0.232394,0.481898,0.0126568,0.0165084,-0.448204
1746836665,4,0.976992,-0.0969972,-0.13979,0.0191815,0.00988101,-0.0357905
1746836665,5,-0.717027,-0.696509,-0.095383,0.0320491,-0.086688,-3.39636
1746836665,6,-0.518682,-0.0454825,0.885262,-0.118621,0.0544984,0.449765
1746836665,0,-0.663393,0.207174,0.713776,-0.150078,0.00355565,-0.744763
